,text
20096, もうすぐ5月だもんね
20097,立ち直ってきた。
20098, 期待
20099,北海道行きたい。
20100,もしかして：寒い
20101,篠原ともえは本当に可愛らしい
20102,わろす
20103, 何かあったんですか？
20104,ご飯と混ぜて炒飯にしても美味しい
20105,納豆キムチは美味しい
20106,今更だけどこれあれか。あそこか。
20107, しのう
20108, 励まされた。努力と教養は、その後の身の振り方にそのまま活きるよね。ありがとう！
20109,完璧な人間になりたい人生だった
20110, 近々HUBへ行きましょうという神様からのお達しですな。あ、今年の全日ハッピーアワーは5/22だって！
20111, 全員集合！！！
20112,さぶい
20113,できない問題をちゃんと出来るようにするには、それなりに時間が掛かるのであります。
20114,【報告】ちゃんと、やった。
20115,みんなの愛で自分のTLがカオス
20116,今でしょおおおおおおおおおお
20117, 樹海へGO！！！！┏(^o^)┛
20118, 樹海へGO！！┏(^o^)┛
20119, 今でしょ！！
20120, じゃいつしぬの？
20121,とりあえずふぁぼ。
20122,ほらきたー！ほらきたー！！！
20123,【急募】やる気が出る言葉
20124,時間掛けた方が良い訳じゃないけど、良い目安になるのは事実。
20125,でも、今週勉強しなさすぎて埋め合わせないとやばい。
20126,日曜日って勉強したくない
20127,もう一枚着てくれば良かった。さむい。
20128,忠実だった。
20129, 知ってると思うけど、言ったのだぐちゃんじゃないよ！？
20130, おふぉふぉふぉふぉふぉ。
20131,いや、そうでもないか。
20132,「結婚したいんだったら勉強しなくて良くね？」って、今まで生きてきて最大級の差別を受けた気分
20133,ご飯何にしよう
20134,おなかすい‥‥た
20135,あうあう
20136,はらへり
20137,おなかすいた
20138,おなかすいああああああ
20139,にやにや。
20140,某君は強いなー。凄いなー。
20141,まつエクしたらお目々おっきくなるかなーおっきくしたいなー
20142,むぅむぅ。
20143,単語がだめだー。
20144,ゼミ前の研究室人口密度80%超えるし
20145,コミュ障だから時間ぎりぎりまで研究室に行かないプレイング
20146,はい。
20147, つけようかな。お目々おっきくなるかな‥(ﾟωﾟ)！
20148, ﾜｶﾘｷｯﾃﾙﾝﾀﾞﾛｰwwwwwwwwwwｼﾞﾌﾞﾝﾉｰwwwwwwwwﾐﾘｮｸｦｰwwwwwwwwwwwwww
20149, その人の中では55円欲しいんだけど、10円計算間違えてて(ﾉ∀`)ｱﾁｬｰってなるやつw
20150, 苦しんで苦しんで苦しんでやっと見つけた小さな希望〜
20151,ムックの絶望がグルグルしてる
20152, まつエク良いなー(ﾟ∀ﾟ)
20153, ほんとに!?したい‥！
20154,うおおお、ゼミ行きたくない
20155,うおお、元気だと良いなぁ。
20156,よし。
20157,アカウント間違えたかと思ったwwww
20158,力の入れどころとか抜きどころとか。
20159,明日の英論ゼミどーしようかなぁ。
20160,なんだか眠れない‥
20161,ぼけーっとしてる。
20162, ﾖﾖﾖｰ!!
20163,うおおお、靴脱いで居間へ行く気力が‥‥。
20164,ﾓｩﾑﾘﾀﾞﾖ
20165,玄関でぼーっとしてる。
20166,嘘でもネタでも冗談でも、態度のデカいヒモ関連の話に割と本気で苛々してしまう。
20167,なーんかすっきりしないなぁあ
20168,制服デートしたい
20169,今日こそ八王子駅で降りてドラッグストアに行く‥！！
20170,ピンポイントで自分の好みな匂いの香水が欲しい。マフラーにつけて、一年中マフラーしてたい。
20171,闇を感じる。
20172, ｹﾞﾛﾝﾕｩ★
20173,ﾓﾌ(｀･ω･´)ﾓﾌ
20174,ちかれた
20175,最近体調が微妙。
20176,にこにこしてる。
20177,ﾖﾖﾖｰ!!
20178,soul'd outはALIVEとかルルベルとかまじぇまじぇとかイルカとかベースがとてもカッコいいんだけど、何が良くないのかipodだと潰れてしまっていて惜しい。コンポだと綺麗に聴こえるんだけど‥。
20179, 今日は私も用事あったわ‥w近いうち！あ、あとたんにいのお店も行こう。
20180,ラーメンとお蕎麦は外で食べたほうが美味しいもの。
20181,明日は金曜日
20182,バンアパわけわかんないくらいかっこいいよね。竹内電気も肌に合うと思う。
20183,すげー胃痛wwwwwwびびるwwwwwwww
20184,ちょっと自分に困ったことがあるときって、完璧な人が眩しく見えて、近寄りたくなかったり、心にも無いこと思ってしまったり。
20185, 明日も明後日もゼミじゃん。行くチャンスたくさんある！
20186,新一号館が出来てから、ラウンジが過疎ってて良い感じ。
20187,Anchangはかっこいい。YAMA-Bは神様。
20188,何回積分さーれてーもー変わらない強さをあなたにー
20189,何回微分されーてーもー変わらーなーい強さをぼーくにー
20190, のみにいこう
20191,多分、もうすぐ初夏。
20192,久しぶりにビリヤードやりたいしダーツもやりたいしドライブも行きたいしなんかうんそんな感じ
20193,軟骨の唐揚げと枝豆と生ビールが俺を呼んでいる
20194, どうした
20195,えっ
20196, けんちゃんは凄い独特なにおいがする
20197,現段階では、無名ブランドによる水出し1L用50袋198円の黒烏龍茶を2Lで使用し、1kg980円のコーヒー(notインスタント)を常備することで事なきを得ている。
20198,夢のまた夢〜
20199,かわいい。
20200,年収1000万になったらサントリーの黒烏龍茶とUCCのボトルコーヒーを箱で買って置いておきたい。
20201,うおおお、朝カレー！！
20202,思い出すといらいらするけど、当時は自分もそのレベルだったんだなぁと。
20203,むいむい
20204,正論に対して好意というフィルターを通すと、可視帯域が大幅にカットされる
20205,もやし炒め美味しそう
20206,ボーリングって高いのよね。そこが難点。
20207,普通に考えて、年収1000万は凄いことです。よく解らないレベルで凄い。
20208,PMSはなぜ起きるのか
20209,でも、昨日よりマシかな。
20210,意欲が‥。
20211,かなしいきもち
20212, また金曜日ね
20213, 死んで悲しんでくれる人がいるの知ってるから尚更八方塞がり。いなくなりたい。
20214, 最初からいなかったことになりたいわw
20215,傷を舐め合う
20216,空リプにしようと思ったのに間違えた
20217, しにたみ仲間がいると聞いて
20218,つまらない人間だ。
20219,あー
20220,一週間あっという間だなぁ‥。
20221,はー。
20222,よわよわにんげん
20223, そうなのか‥
20224,数学の歯と目が出てる先生、なんて名前だっけ。ハーデルヨーデルと呼ばれていたらしいw
20225,今日驚いたことは、ぽんちゃんの妹さんの高校が純心だったこと。いるよいるよ。あちこちにいるよいるよ。
20226,しにたくなってきたから今日は早く寝よう。
20227,賢くなりたいなぁ。
20228,てことで帰宅。
20229,あ、そろそろかなぁ。
20230,やきにく、おいしかった。
20231,   なにそれ行きたい！こないだぽしゃったしw
20232, うらやま
20233, 頑張りましょ！お互い落ち着いたら飲みましょ！
20234,はらへり
20235,けじめが‥‥。
20236,お腹空いて勉強する気がおきない‥。ご飯食べるか‥。
20237,むむむむむ。
20238,でも、おなかすいた。
20239,お腹空いたけど昨日今日たくさん食べたし飲んだから、今日は我慢してる。
20240,月曜日は長い‥。
20241,この話割と頭おかしいと思う。
20242,リムリックパーカー普通に使ってる。
20243,時計どこいっちゃったのかなぁ‥。
20244,ねむくなってしまった。
20245,原因がわからないので対処方法がわからない。
20246,いらいらしてる
20247,勉強好きな人より嫌いな人の方が多いから、勉強好きな人の方が孤独を感じる機会は圧倒的に多いと思うんだけど、これはあまり気付かれていないから、生き辛いだろうなぁと思う。
20248, ！授業終わったら行くわ
20249,お昼休みをどこで過ごすかについて考えてる。
20250,私も人のこと言えないなぁ‥。
20251,おいしそう
20252,付き合ってんのかってくらいえりkと毎日LINEしてる
20253," 先生が天使だから超絶楽。出席取ってない。テスト前にパワポ配布してくれて、手書きのノート持ち込み可。友人曰く「1割も解けなかったし授業も2回しか出なかったけどAだった^q^」
授業自体も面白いからおすすめ！"
20254,先生こないんだったら先に買ってくれば良かった‥！
20255,特に何かあったわけじゃないのに、虫の居所が悪い。
20256,A先生を思い出した。
20257,爪先ーで、立ったまーま、きみをあーいーしーてーいーたー
20258, GWあたり狙い撃つ感じで松の字に追撃してみた
20259,友だからね。、
20260, G.W.パンパーティもしたいしBBQもしたい‥‥そこら辺忙しい？？
20261,生涯の友！オイラー！！！
20262,ねむ、
20263,勉強はしたくないものです。なぜなら、しない方が楽だから。
20264, パンパーティmtmr賛成だって！しかも奴日曜バイトなくなったって！
20265,突然しにたくなるなど
20266, ふぉふぉふぉ。コミュ障なんじゃ。
20267,ハイネケンエクストラコールド飲みたい
20268,キンキンに冷えたビール飲みたい
20269, 孤立するビジョンしか見えない。hayashiとだぐちゃんいて良かったー。
20270,今日こそ酒を‥！！
20271,迷うじゃなくて悩むか。をだったら迷うかな。
20272,研究室での身の振り方に迷う。
20273, 大丈夫かー。お大事に！
20274,人間は油を食べると本当に幸福物質が出るんだなーと、たまに油摂取すると思う。
20275,可愛い顔してあの子ー割とやるもんだねーとー
20276,mykちゃんの超絶意外な一面を知った。びびった。
20277,毎日こうなら良いのになー
20278,変な悩み方。去年までなら考えられない‥。
20279,どうしよう。どうしようかな。
20280,吉川先生良い人過ぎて動揺する。殆どタダ働きじゃないか‥。
20281,上手く立ち回れなかった‥。
20282,sgurさんごめんなさい。
20283, そう。あんまいないのだ。どちらにせよ2人はさみしい。3人よればなんとやら
20284, youがいないと私ラボッチだからだぐちゃんは必要
20285, がんばれええええ
20286, ｲｸﾞｩ
20287,吉川先生寝たり起きたりしてる‥‥。かわいい‥。
20288,2人とも顔判るのはhayashiだけか
20289,mykちゃん(研究室の女子)とaykちゃん足して、可愛い度数を少し上げたらしょこたんになりそう
20290,うん。しょこたんは可愛い。
20291,「化粧しようと思う」の意味、下地作って眉毛書くだけなのやばいと思う
20292,"この3,4ヶ月どれくらいS.O.を聞いたかっていうと、気付いたらBr.Hiパート以外は大体歌詞無しで歌えるようになってたくらい"
20293,飽きたとか言ったけど毎日S.O.か村下孝蔵しか聞いてない
20294, 何この私得弁当‥！
20295, GWいいねーのものも
20296, のみたい
20297, のみたい
20298,今日は久しぶりにコンタクトして、化粧もしようと思う。
20299, うん。
20300,勉強の仕方を教わりたい。
20301,近いからね。
20302,よねちゃんが母校の付属大学で講師をやっていると知ってびびってる
20303,下らないことしてる。
20304,('A`)ｳﾞｧｰ
20305, しのう
20306, おれも
20307,"新宿までの定期、6ヶ月で23kか。半年で65回。月往復11回分。月に5,6日くらいなら行くかな‥どうかな‥。"
20308, カレー食べたいよね！ね！ご飯もいいけどナンも好き！食べに行きたい‥‥
20309, 立川のカレー屋さん行きたいぞーーーー
20310,とりあえず自分との約束だけは今日明日で果たさなくては‥‥週末も遊べなくなってしまう。
20311,かんちゃん行きたい。カレー食べたい。美味しいもの食べたい。
20312,なんかもうあれもこれも嫌になってきた‥‥うううう。
20313,そうぶんいやだ‥‥。
20314,ああう
20315,八王子校舎の扱い酷い。本も全然無いし、検索用PC10年物とかwww一文字打つのに5秒くらい掛かったぞ。
20316,あ、石巻どうしよう。
20317,八丈島行きたかった‥(´・ω・｀)
20318,しかし、今年は夏終わるまで遊べなさそうだなぁ‥。切ないけど、仕方ないか。
20319,Lady Gaga元気出る
20320,うおー。ねむい。
20321,もしかして今日寒いのでは
20322,昨日一昨日って眠りが浅い。
20323,東京通信歌いながら元気に裸眼で髪切った
20324,カレー食べたいぃ
20325,はらへり
20326,かえた！！
20327, そうなの！？
20328,ロフト？
20329,自分で髪切るハサミが欲しいんだけど、どこに売ってるんだろう
20330, こちらこそ偉そうに言ってしまった‥‥ごめんね。参考程度に目に留めてもらえると嬉しいです。ただ、あんまり1人で考えないほうが良いよ。信頼できる、できれば年上の人に相談した方がいいと思う。教授がそこら辺理解ある人だと一番良いんだけど‥。
20331, 何の為に1年休んで、1年後どうなっていたいのか、またそれは通いながらでは出来ないのか、の3つに対してされている明確に理由が言えれば休むことも有益かなーって思うけど、どうかなぁ‥。あくまで基準は自分でね。
20332, んー、今年取らなきゃいけない単位数と、研究室に寄るかな？そんなに忙しくない研究室なら、自分の体調と相談しつつ過ごせるかも。確かに、2年遅れは主に就活において不利になる‥が、社会に出たあとのドロップアウトはもっと不利になる。難しいね。
20333,何年にも渡って同じような間違いするって問題だよなぁ‥。
20334,さてはて、どうする？
20335,歌いながら問題解いてしまう。イルカ聞いたのがいけない。
20336,集中力切れ。辛ひ。
20337,使えるようになれば良いよね。←結論
20338,電気数学って個人的に位置付けが難しい。じゅーろーの科目全部合わせて電気数学完全体なので、全部履修しないと他の単位取るの大変になると思うんだけど。けど。んー。
20339,理解し直しってよりは解き直しに近くて、これで良いのか？と思いつつ、どーせ後に電磁気とかやることを考えると、このままでいいきがす。早く終わらせることの方が重要かなぁ。あとは、やりながら。
20340, まだ休学申請期間じゃなかったっけ
20341,集中力切
20342,思考が‥‥
20343,数学ができるようになりたい人生だった
20344,疲れた頭にルルベルとイルカが滲みる。トラックマスターずるい。
20345, ｻﾞｯﾌﾞｰﾝ
20346, あ、休学一年だったのか！二年だと思ってた
20347,あったああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
20348,うわあああああああああれ忘れてきてるうううううううううううわあああああああああああああああああもう帰るうううううううううううううううううううう
20349, 3年‥だと‥？え、どういうこと。えっ
20350, 多分どっかにいるよww昨日も回路取ってたみたい
20351, ん、あれ？学校的にはどっちなんだ??
20352, まだ2年生だもんね。
20353, そーいやskdはまだ2年生らしいけどまじ？
20354, まさか‥
20355, 月曜4限の総文取れた？w
20356,ピザハットでピザを頼むだけっていう安直なアレだけどピザパーティしたい。
20357,ﾈｪﾁｮｯﾄﾏｯﾃﾏｼﾞﾃﾞｯﾃ
20358,あ、あれもってくるの忘れちゃった。
20359,なかなかオリジナリティ溢れる大学生活だった‥。あれもこれも人には言えない。
20360,自分の大学生活を振り返って、何とも言えない気持ちになってる。
20361,縁があるようだ。
20362,「電験3種」という単語がついて回る‥。
20363,基底状態なう(お布団)
20364,すとれす！
20365,なんかいらいらしてる。
20366,勉強嫌いじゃないけど物によるし、私よりずっと勉強好きな人たくさん知ってるから、あんまりそう思われたくし、思われないように気を付けてる。
20367,HUBでサッカー観戦するのとても楽しかった。
20368,なんとなくHUBに行きたい
20369, おめでとう！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
20370, けんちゃんお誕生日おめでとう。
20371,某方みたいなメール作れるようになりたいなぁ。事務的で綺麗な文章の中に優しい性格が滲み出ている。
20372,デバイスの勉強の方が楽しい‥。基礎を疎かにしてはいけません。はい。
20373,シロノワール美味しかった。また食べたい。
20374,ｳｰｳｰｳｰねむいー
20375,ねむい
20376,風当たりは‥‥
20377,興味がないわけじゃないんだけど、行動が伴っていないので、興味があるわけでもないんだと思う。
20378,ねむひ
20379,むぐむぐ。
20380,というのは、ちょっと違う。
20381,怖いならやめてしまえ。
20382,こわい。
20383,割と好き。
20384, 私も行けないー。面接がんばれー
20385,ああでも、この先生とても性格良いんだろうなぁ。
20386,歴史壊滅的なのに取ったのが間違いだったかも
20387,この先生と相性悪い気がする。くどい。眠い。
20388,中途半端な10分
20389,新しいカメラが優秀でry
20390, EXILE把握
20391,優しいというか誠実というか。すごい。見習おう。
20392,htkym君が優しすぎてびっくりしてる。
20393,月曜日は絵を描いて博物館に行って経済学を心理的な側面から学ぶ方針で行こうかと　#総文
20394, ﾃﾞﾃﾞﾄﾞﾝ(絶望)
20395,毒舌な妹系botは、物理学徒の妹が一番秀逸だと思う。
20396, うわうわうわうわちょー行きたかった今見た！くそう喫茶マウンテンとか登山してる場合じゃなかった‥！！！
20397,名古屋科学博物館が楽しすぎる‥。もう一回行く。ここ。
20398,名古屋は晴れた！ひゃっほう！
20399,豊橋なうー
20400, ！あやかりたい‥！みきこちゃんって大学院？就職‥？
20401,たのしいww
20402,いや、でも、今~1時頃がピークってyahoo!天気さんが言ってるから大丈夫。大丈夫じゃない。
20403,ねえこれ死ぬの？wwwwwwwwww死ぬの？wwwwwwwwww
20404,おなかすいた
20405, 土曜ゼミって言われた('A`)　あ、ぽんちゃんの電磁気学のノートってまだ取ってある？
20406, そうなんだよねー。日本人のシャイが国民性なように、あれが向こうでは普通だから一概に悪いとも言えない‥。文化の違い‥(ﾟωﾟ)
20407, れお君の気合いはなかなか信頼性あるから、事故って死なないように今晩気合い入れといて！割とまじで！wwww
20408,傘2本持ってきちゃったから、傘忘れた乙武さんに一本あげたい
20409,事故らなければなんとかなるか。
20410,ねるか
20411, おうおう。心得た。ありがとう！リムリックにもあんな感じの人沢山いたから耐性付いたよ！w　黒人さん全体的にそうで、あれは国民性だから仕方ない‥。染めたん心配。何かされてない‥？
20412, 超絶積極的でびびったwwwwww何かされてない？大丈夫？
20413,みかんちゃんとかタン兄とかにあげられてないんだけどどこかで会えるだろうか。
20414,アイルランドのカップ麺が美味しくなくて動揺してる
20415,嵐を呼ぶ健康診断(物理)
20416,(∵)　←こんな顔してる
20417,NHK基礎英語3が私のレベルぴったりだと気付いてしまってつらい。でも、今週学んだ構文を昨日のDanielとのお話で使えてちょっと嬉しかった。
20418,腰とお尻が筋肉痛なんだけどラジオ体操のせい？フリスビーのせい？どちらにせよやばい。
20419,もっと細分化しなくては。もっと理解しなくては。
20420,頭を悩ませているときとはどんな状態か？それは、大半が、分析不足である。シンプルに考えるに至っていないから混乱する。
20421,頭を悩ましている。
20422,情報の波にｻﾞｯﾌﾞｰﾝ(コラボ)
20423,よし！死ぬか。
20424,指先を筆頭に全身にんにく臭(訳：今日は健康診断)
20425,こわい。
20426,ああああああ。
20427,あっぷあっぷ
20428,情報の波が
20429,あうあうあうあう
20430, ﾋﾟｮﾋﾟｮﾋﾟｮｰｲ変換
20431,必要な情報が不明確なのに、類似情報が過多になるともういいや＼(^o^)／ってなるよね。
20432,自分のニンニク臭さで目覚める
20433, ね。ね。日本人以外誰もが英語なんだもの。話したくなっちゃう。もっと早くに気付くべきだった‥。
20434, kwsk！！
20435,おかねが‥‥‥
20436,わろ
20437,英語出来たほうが人生楽しいと思った。しかし、日本語でも英語でも、世間話は難しい。
20438,国境を越え拡がるLINEの輪‥‥
20439,外人さんは積極的というか、行動が早い。とてもw
20440,すぐなんて決められない。そんな若くない。怖い。
20441,覚悟が決まらない。
20442,大体悟られてるんだけど、私から核心を言うまで待ってる感じ。4月中には。
20443,ねむひ
20444,フーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエフーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換フーリエ変換
20445,良いこと聞いた‥！
20446,なんだと
20447,あ、今日時間割と履修登録用紙もらおうそうしよう。
20448,高校だか中学の時、「わたさんはどうぶつの森に住んでると思うの」って言われたくらいスローなライフを送っておりますので‥‥本人にのんびりな自覚はあまりないんだけど。うん。
20449,つらぽよ。
20450,自分で自分を信じられない案は駄目だ。目標が短期的なら尚更っつーか禁忌だろ。別の視点で考えよう。
20451,私の顔を知っている人で、素早いワタナベを想像できる人いない気がする。不可能と言わないogwさんですら出来ない気がする。
20452,想像出来ないから現段階では無理だな。
20453,22年間生きてきて一度も素早いどころか並ですらなかった私が素早くなれるのだろうか。
20454,でも行ったら楽しいのは知ってる。今、別にやりたいことがあるのである。
20455,正直フリスビー行きたくない。もふもふ。
20456, たしかに！すだちに限っては大きさも違うね！！
20457,すだちとカボスとライムの違いとは
20458,流されるままに独りでラジオ体操第二まで踊ってしまったアカウントがこちらになります。
20459,スピードとは
20460,こわい。
20461, 一緒だ！
20462,大井町と大手町ってわかんなくなっちゃう。
20463,犬のようだ。
20464,abさんのスウェーデン写真が毎回毎回綺麗で見惚れる。北欧行きたい。
20465,"割と当たってる。
INFJ　信念を持った理想家 | 辛口性格診断16  #辛口性格診断16"
20466,可愛いお弁当作れるようになりたい。おばーちゃんみたいなお弁当しか作れない。
20467,あ、サングリアにしちゃえばいいのか。
20468,asriel落ち着く。好き。
20469,( ﾟдﾟ)ﾊｯ!ほんとだ！！
20470,心当たりのある箇所にお礼メールをしていて、色んな人が助けてくれたからここまで来れたんだなーとしみじみ思っている。
20471, 慣れるまではなかなかきついよね。休日取れるのが確定してるだけでも大きいよねー。ありがとー！やりたいようにできるよう頑張るw
20472,「薄膜」って凄いジャンルだよなあと思う。
20473,三ヶ月以上それだけ聞き続けた結果、とうとう飽きが来た。
20474,かわいい
20475,名古屋駅から八事日赤結構遠いなー。
20476,八王子から山梨も神奈川も埼玉も東京も一本かつ１時間で行けるあたり最強の陸の孤島
20477,同期とってところがポイント。他人事じゃなくなるw
20478,同期と話していて、結婚に関する話題が去年春頃から急激に増えたのが、最も歳を感じる出来事の１つ。
20479,予約もできないこんな世の中じゃ
20480,最近携帯の調子が‥‥。
20481,水中入社式とは
20482,ついたら暴風雨だったらどうしよう。カラオケ行くか。
20483,どーでも良いけど「男鹿水族館　GAO」のネーミングセンスがじわじわきてる
20484, クリスタル広場そんな行きたくないからわざわざ含めなくても良いよ！
20485, DMした！
20486, 土曜暴風雨って書いてあるw日曜は60％か‥‥どうかなー。どうだと思う？
20487,ﾅﾂｶﾞｰｳｺﾞｲﾀｰ
20488, 春休みだった。シロノワール食べよう。
20489, 夏休み最終日だからね！
20490,どっかの大学みたいになった。
20491,ふさふさと‥‥芝生？じゃあ、電生？
20492,わろ。
20493,空いてるかなー
20494, 土曜夜東京発と日曜夜名古屋発のバス探してくるわ！
20495, ？？？？何かあった？
20496, クリスタル広場ってやっぱ名古屋にあるらしいから名古屋行かない？
20497, なんとかなるなる
20498,メールしなきゃなあしなきゃなあと思いつつしてないのが一件
20499, ねえねえ今週の日曜空いてる？
20500,もしかして：何回もくしゃみすると元気が出る
20501,これ凄く同意。今の教授がそう。
20502,ぶっかけうどんにおける醤油の適量がわからない系女子
20503, ありがとー。れお君も頑張れー＼(^o^)／会社どう？
20504, ( ﾟдﾟ)ﾊｯ!復帰おめでとう！！
20505,1人でもかっこいいのは難しい
20506,名古屋行きたい
20507,自業自得すぎて怒りの方向が定まらない
20508,土曜日とかくそめんどくさい‥‥‥。ていうかだったら今日明日出かけられたのに！ばか！
20509,健康診断の日程間違えてて泣いてる
20510,かわいい
20511,身体測定何時からだっけ
20512,んー。こんな日もあるよね。
20513,褒めるつもりで言ったのか知らないけど、ネタにもできないわww
20514,自分が勉強に向いてるとは思わないなぁ。とか思ってると、去年の夏頃言われた言葉を思い出す。
20515,スポーツに向いてないのは確かだけどw
20516,勉強に向いてるんだねって言われたのがなんでか心に残ってる
20517,昨日から過換気みたいな、神経過敏気味。対策を考えてるが、見当たらない。
20518, けんちゃんの保険証見たら実は14歳だったって夢見た。びっくりして起きた。
20519,豆板醤ご飯と一緒に食べたら擬似明太ご飯になることがわかったが、これパスタにもできるだろうか。たらこスパ食べたい。
20520,ステーキのけんが始めた安くて大盛りパスタのファミレスに行きたい。サラダバー付きなのも良い。たまに大盛りパスタ食べたくなるけど、案外無いからとても楽しみ。早く東京進出しないかなー。
20521,ああいう何も考えないで読める漫画好き。
20522,花のズボラ飯がとても面白かったから買おうか悩んでる
20523,目は眠いのに変に頭が冴えてて眠れない。もうこのまま起きてしまおうか‥。
20524,朝ご飯はたい焼きかなぁ‥。
20525, だよねだよね。その上安い！神の食べ物だと思う。
20526,泣きながらさけるチーズさいてる
20527,近所にある24時間のダイエーが4月から1時閉店になって泣いてる。
20528,雨の日のイルカとても良い
20529,スッキリしない
20530,今日一段と声小さい
20531,ちっちゃい子かわいい
20532,(´・ω・｀)
20533,来年度も新宿まで定期作ろうかなぁ‥。
20534,都会にいる。
20535,そばとかうどんとかお粥とか食べたい
20536,おなーかーすーいーたー
20537,そういやうちのポストに吸いかけのLARKとライターが入ってたんだけど誰が入れたの？ちょっと怖いよ？w
20538,これよく聞くけど寒すぎて出来ない
20539,肝臓さんいつもお世話になってます
20540,身体がからからしてる！
20541, 何も無い人なんていないでしょw　無理すんなよー。適度に吐き出さないとしぬぜー。そして12時間前のついーよに反応してごめんんんんん
20542,時間見てなかったw
20543, 昨日石和温泉駅まで行ったよ！大月って意外と近いね。甲府って想像以上に遠いね。
20544,ｵｰｳｪｰ!!
20545, かわぐちー
20546,桜咲いてるかなー
20547,そば食べたついでに石和温泉へ
20548, テケがはやし達とも会いたいなーって言ってたからGW辺りぜひ！
20549, 今モスの辺りー。もうちょっと待っててー。
20550,あ、さむい。
20551, おk！駅行くわ。
20552,奴が心配である。が、時既におすしか‥。
20553,嘘つき損ねた
20554, パン粉‥‥
20555, ほほほほう。じゃあそこにするか！
20556,鼻がむずむず
20557, 何それ楽しそう。乗った
20558, んー、天ぷら？美味しいお店知らない？
20559, したいでござるね
20560, じゃあ、八王子で！
20561,さてさて、今日はどうしよう。
20562,寂しい気持ち。
20563,女子は健康診断4日だよね。去年は2人で受けたけど、今年は1人かー。
20564,Twitter開いて10秒で騙された
20565, なんだと
20566,志田未来って超絶可愛いと思う
20567,(´・ω・｀)
20568, あ、緑が光らないから実験方法変えなくちゃいけないのか‥。んー、難しいね。院生に相談してみるのは？
20569,力抜けた
20570, 今までの方法じゃ駄目なの？
20571,鳥羽水族館行きたい。
20572,ピザ食べたいね
20573,なんで今ふぁぼったんだろう
20574,どろどろ？
20575,ナトリウムは清涼感ある味がするから、グルタミン酸ナトリウムは最強に美味しそう。うま味成分なだけある。名前負けしてない。
20576,グルタミンって本当に昆布というか、水に溶け出た調味料みたいな味がする。とても美味しそうな名前。
20577,納豆にごま油かけたら美味しすぎて涙出そうになった
20578,新しいカメラが非常に良くて、日々が楽しい。
20579, まさか‥！
20580,ﾃｹともなんだかんだ高2からの付き合いだから、それなりに長くなってきた。あれこそ不思議な出会いだわw
20581,さて、3月最後の日なのにノープラン。どうしよう。どっか行くか？
20582,ルル・ベルはスルメ曲。気が付いたら好きになってる。
20583,うおーちょう残ってるっていうか殆どまだ酔っ払い状態
20584,むにゃむにゃしてる
20585, おい‥し‥‥そう‥‥？
20586,さよなら
20587,むにゃむにゃ
20588,ホルモンは糞盤が宜しいと思います。
20589, 温泉！お台場！確かにパチンコっぽいww
20590, なるなる。和田の仕事終わりに泊まりでとか‥ｲｲﾈ‥！
20591, 水曜だとレディースデイだね！ｲｲﾈ!　いつの水曜が良いかなー。
20592, 今2000mAの持ってるんだけど、旅行行ったりするとそれでも足りない‥w　2回分以上あると良いと思う(´ノω・｀)！
20593,折角アキバまで行くからモバイルブースター欲しい。5000mA以上の。
20594, 今日帰って来ないよね??
20595, 4月一緒に行きたいな‥(ﾁﾗﾁﾗ　大塚も4月はそこそこ落ち着くみたいだし！だし！
20596,八王子からアキバまでジャスト1時間か
20597,extremeにむずむずするお年頃w
20598, 昨日行ってきた！ちょー良かったよ！ミクフェアやってる間もっかい行きたい‥！
20599,数学の勉強がしたいから、来年度は数学を取ろう。他学科でも良い。
20600,メタバース！！
20601,浅倉大介を思い出した。2ヶ月アルバム1枚企画とか、1000日で100曲企画とか、懐かしい。
20602,今日は闘いなのでヘパリーゼ2本買った。
20603,来年度は幾何学を取ろう。
20604, ねえねえねえ大江戸温泉物語ちょー楽しかったんだけど薫ちゃんと松村誘うのあると思うんだけどどう？どう？？
20605,八王子まで出ないとコンタクトすら買えない友人を想って哀しい
20606,そーるどあうとで一番くらいに好きだ
20607, いいね！いきたい！石和ってどこらへんにあるの??甲府から近い？
20608," わからんww
結論:八王子が田舎"
20609,っあすぺっしゃす
20610,茨城-秋葉原と八王子-秋葉原は30分しか時間変わらない件について動揺してる
20611,睡眠時間が4時間以下の時寝汗びっしょりになるのって、もしかして自分だけ‥？
20612,もう5年か‥。
20613,あ、そっか。
20614,月一で行きたい。温泉。不可能ではない。
20615,温泉には良いエネルギーが溢れている。
20616, 生きてて良かった大江戸温泉物語。元気補給しました。
20617,セロトニン不足
20618, だぐちゃん頭をヒヤシンス
20619,専門用語が多いものの方が取っつき辛いのは仕方ないこと
20620," それなら良かった。連絡ついた‥？
美味しいケーキ食べに行きたいねー"
20621, 大丈夫？
20622,逃げた！座れた！！！！
